author,comment
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-lg3ve3ix2m
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">북치는 애들 왜 맨날 고개 흔들면서 정줄 놓은 거마냥 치는가 했더니 ㅋㅋㅋㅋㅋ 쳐보니까 알겠더라 진짜 뒤질 거 같음 ㅋㅋㅋㅋㅋ 정줄을 안 놓으면 칠 수가 없음 ㅋㅋㅋㅋㅋㅋㅋ</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @unsublee4895
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=132s"" spellcheck=""false"">2:12</a><span class=""style-scope yt-formatted-string"" dir=""auto""> ㄹㅇ 백인 북치는 형 표정 '어케했누?'</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-np6xk8bk5c
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=131s"" spellcheck=""false"">2:11</a><span class=""style-scope yt-formatted-string"" dir=""auto""> 북 칠 때 손 잘못 집어넣어서 맞으면 존나 갑분싸아니냐ㅋㅋㅋ</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-sj7gv7im7t
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">저관객중 코로나 확진자 한명이 있으면 생각을 했는데 존나 끔찍하다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-hd1mv1gn5o
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">요오즘에도 듣는사람 출첵</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @jerryyoun3168
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">2019년 4월 마지막주네... 다들 화이팅</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-sf4et7wo6c
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><img alt=""✔"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u2714.png""/><span class=""style-scope yt-formatted-string"" dir=""auto"">2021년도에도 보려고 온사람 손</span><img alt=""✋"" class=""small-emoji emoji style-scope yt-formatted-string"" src=""https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u270b.png""/></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-td1sx3tl5j
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=132s"" spellcheck=""false"">2:12</a><span class=""style-scope yt-formatted-string"" dir=""auto""> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 ㅅㅂ ㅌㅌㅌㅌㅌㅌㅌㅌㅌ장난치다가 봉으로 맞아서 노래 부르다 비명지르고 중단되는거 상상함ㅋㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-nv7kj3jn8t
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=131s"" spellcheck=""false"">2:11</a><span class=""style-scope yt-formatted-string"" dir=""auto""> ㅇㄴㅋ⫬ㅋ⫬ㅋ⫬ 왜 손집어넣는데 ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-yt2yd6xg6v
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">우린 비바라비다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-wh3nd3fq2t
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">2019년 12월 이영상 보러온사람 손!</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-lv4ko4vo7g
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">분명 저사람들도 집가서 침대에누워서 실실 쪼겔거야</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-ek6tc3qh8k
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">2020 9월 듣는사람..? 뭐했다고 벌써 9월인지...</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @redmanandpigs
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">아직 듣고 있진 않겠지?</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @coygunners
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이거 들은후로 음원을 못듣겠다....</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @apro8900
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">노래이름이 '비바라비다' 인데 '비바람이다' 라고 검색하면 뜸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 개웃기네</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @TheReds1
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">2020년 8월 이후에 온 사람 없겠지?</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-cp6sd7vg4y
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">제가 이 노래 뭐냐고 친구한테 예전에 물어봤었는데 비바람이다 계속 이 ㅈㄹ 떨길래 꺼지라고 했었는데.....미안하다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-pf1bq9bn5k
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">코로나 땜에 집에서 이거 듣는사람?</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-hn9nr2tf8m
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=65s"" spellcheck=""false"">1:05</a><span class=""style-scope yt-formatted-string"" dir=""auto""> 긴급속보입니다. 공연장에 오스트랄로 피테쿠스 불법 난입으로 인하여.......</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @--____-
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=HosW0gulISQ&amp;t=64s"" spellcheck=""false"">1:04</a><span class=""style-scope yt-formatted-string"" dir=""auto""> ㄹㅇ 이러지맙시다 뒤에잇는사람은 개때리고싶으니까</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @whitelive7498
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">보고 있나? 박지훈? 번역은 이렇게 하는 거야!</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-bg2yj5jp6j
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">좋아요 누르면 시험 1등급~~</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @mashmello460
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">2021 설날 연휴입니다 생존자는 손을 들어주세요</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-ob2wf7bb8k
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">헐 뭐야 님들 왜 여깄음? 나만 보러온 게 아녔네 ㅋㅋ</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @user-vm3dq3sg8s
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">2020 9월입니다</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">생존자는 손을 들어주세요</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @HWAN097
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">이거들으면서 설거지하다가 두들기다 접시 깨졌다</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @1good313
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">첫시작 스트링 반주 듣고 1차 소름 돈가스 고기 펴는 아저씨 때문에 2차 소름</yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @junghokim940
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input=""""><span class=""style-scope yt-formatted-string"" dir=""auto"">어제 라이브콘서트 봤는데</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">이곡 부를 때 진짜 직관했음 좋았겠다 싶었어요 ㅠㅜ</span><span class=""style-scope yt-formatted-string"" dir=""auto"">
</span><span class=""style-scope yt-formatted-string"" dir=""auto"">코로나 빨리 사라져버려라~</span></yt-formatted-string>"
"<span class=""style-scope ytd-comment-renderer style-scope ytd-comment-renderer"">
              @alexoh1980
            </span>","<yt-formatted-string class=""style-scope ytd-comment-renderer"" id=""content-text"" slot=""content"" split-lines="""" user-input="""">오아아와와!!!!!!!!!!!!!!</yt-formatted-string>"
